Genome	Phylum	Class	Order	Family	Genus
GCF_000829905	Tenericutes	Mollicutes	Erysipelotrichales	Erysipelotrichaceae	NA
GCF_000942395	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae	NA
GCF_000969835	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides
GCF_000969845	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides
GCF_001025155	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium
GCF_001025175	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium
GCF_001025195	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium
GCF_001049895	Firmicutes	Bacilli	NA	NA	NA
GCF_001050095	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus
GCF_001078425	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
GCF_001182045	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Sutterella
GCF_001182725	Firmicutes	Clostridia	Clostridiales	Clostridiales Family XI	Anaerococcus
GCF_001185345	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
GCF_001243045	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
GCF_001243895	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
GCF_001244405	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Ruminococcus
GCF_001244495	Firmicutes	Clostridia	Clostridiales	NA	NA
GCF_001244735	Firmicutes	Bacilli	Bacillales	Bacillaceae	NA
GCF_001244995	Firmicutes	Clostridia	Clostridiales	NA	NA
GCF_001282625	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	NA
GCF_001282665	Firmicutes	Clostridia	Clostridiales	NA	NA
GCF_001286805	Firmicutes	Clostridia	Clostridiales	Clostridiales Family XI	NA
GCF_001299475	Firmicutes	Clostridia	Clostridiales	Clostridiales Family XI	NA
GCF_001368795	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	NA
GCF_001368835	Firmicutes	Bacilli	Bacillales	Bacillaceae	NA
GCF_001375495	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	NA
GCF_001375555	Firmicutes	Bacilli	NA	NA	NA
GCF_001375675	Firmicutes	Bacilli	NA	NA	NA
GCF_001403595	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	NA
GCF_001403635	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
GCF_001403875	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	NA
GCF_001407835	Firmicutes	Clostridia	Clostridiales	Clostridiales Family XI	Finegoldia
GCF_001433855	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
GCF_001435475	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
GCF_001435665	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
GCF_001457415	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	NA
GCF_001457795	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Olsenella
GCF_001457815	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	NA
GCF_001457835	Firmicutes	Clostridia	Clostridiales	Clostridiales Family XI	NA
GCF_001457875	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces
GCF_001458115	Firmicutes	Bacilli	Bacillales	Bacillaceae	NA
GCF_001486445	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	NA
GCF_001486505	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	NA
GCF_001486585	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	NA
GCF_001486665	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
GCF_001487105	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Ruminococcus
GCF_001487125	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	NA
GCF_001487145	Firmicutes	Clostridia	Clostridiales	Clostridiales Family XI	Anaerococcus
GCF_001517625	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
GCF_001517665	Firmicutes	Clostridia	Clostridiales	Clostridiales Family XI	Peptoniphilus
GCF_001941425	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium
GCF_900018785	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	NA
GCF_900021165	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	NA
GCF_900021175	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	NA
GCF_900046455	Actinobacteria	Actinobacteria	Actinomycetales	NA	NA
GCF_900046475	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	NA
GCF_900048895	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
GCF_900049755	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium
GCF_900059565	Firmicutes	Clostridia	Clostridiales	Clostridiales Family XI	NA
GCF_900069005	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	NA
GCF_900078195	Firmicutes	Clostridia	Clostridiales	NA	NA
GCF_900078305	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium
GCF_900078545	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	NA
GCF_900083545	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
GCF_900086585	Firmicutes	Clostridia	Clostridiales	NA	NA
GCF_900086625	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
GCF_900086655	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	NA
GCF_900086715	Firmicutes	Bacilli	Bacillales	Bacillaceae	NA
GCF_900087015	Firmicutes	Clostridia	Clostridiales	NA	NA
GCF_900091655	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Odoribacter
GCF_900091675	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Butyricimonas
GCF_900091705	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
GCF_900092335	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium
GCF_900095705	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium
GCF_900095825	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Acidaminococcus
GCF_900095835	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
GCF_900095845	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
GCF_900095855	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Megasphaera
GCF_900095865	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
GCF_900095875	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Megasphaera
GCF_900107675	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
GCF_900119705	Firmicutes	Clostridia	Clostridiales	Clostridiales Family XI	NA
ERR1018204_bin.16	Tenericutes	Mollicutes	Erysipelotrichales	Erysipelotrichaceae	Solobacterium
ERR1190731_bin.19	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Dysgonomonas
ERR1190931_bin.27	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Acidaminococcus
ERR1305901_bin.84	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Butyrivibrio
ERR1620321_bin.8	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
ERR1620345_bin.15	Tenericutes	Mollicutes	Erysipelotrichales	Erysipelotrichaceae	NA
ERR866561_bin.6	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella
SRR1779122_bin.3	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella
SRR5056714_bin.28	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Slackia
SRR5106488_bin.11	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Sutterella
SRR5275431_bin.18	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella
SRR5275454_bin.9	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Megasphaera
SRR5275463_bin.3	Tenericutes	Mollicutes	Erysipelotrichales	Erysipelotrichaceae	Catenibacterium
SRR6257487_bin.2	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella
SRR3737013_bin.48	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
SRR1215278_bin.2	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas
ERR1620346_bin.17	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Megasphaera
ERR525840_bin.18	Firmicutes	Clostridia	Clostridiales	NA	NA
SRR6028431_bin.1	Firmicutes	Clostridia	Clostridiales	NA	NA
SRR5056950_bin.43	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Megasphaera
ERR1953518_bin.80	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Eggerthella
SRR5580035_bin.87	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	NA
ERR525845_bin.24	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Butyricimonas
ERR209229_bin.14	Tenericutes	Mollicutes	NA	NA	NA
ERR912037_bin.21	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
ERR1018211_bin.54	Tenericutes	Mollicutes	NA	NA	NA
SRR4481738_bin.72	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Eggerthella
